ENSEMBL,ENSEMBL_mice
ENSG00000005249,ENSMUSG00000002997
ENSG00000213341,ENSMUSG00000025199
ENSG00000269335,ENSMUSG00000004221
ENSG00000135341,ENSMUSG00000028284
ENSG00000130726,ENSMUSG00000005566
ENSG00000198876,ENSMUSG00000028436
ENSG00000056736,ENSMUSG00000015966
ENSG00000134057,ENSMUSG00000041431
ENSG00000135914,ENSMUSG00000026228
ENSG00000078237,ENSMUSG00000038028
ENSG00000160360,ENSMUSG00000026930
ENSG00000115355,ENSMUSG00000032740
ENSG00000105723,ENSMUSG00000057177
ENSG00000172977,ENSMUSG00000024926
ENSG00000132405,ENSMUSG00000029192
ENSG00000123395,ENSMUSG00000037204
ENSG00000070367,ENSMUSG00000061244
ENSG00000138190,ENSMUSG00000053799
ENSG00000144036,ENSMUSG00000033769
ENSG00000182473,ENSMUSG00000020792
ENSG00000116903,ENSMUSG00000074030
ENSG00000090989,ENSMUSG00000036435
ENSG00000250821,ENSMUSG00000091204
ENSG00000112685,ENSMUSG00000021357
ENSG00000180104,ENSMUSG00000034152
ENSG00000131558,ENSMUSG00000029763
ENSG00000144118,ENSMUSG00000004451
ENSG00000176994,ENSMUSG00000049323
ENSG00000164253,ENSMUSG00000042015
ENSG00000181085,ENSMUSG00000063704
ENSG00000119787,ENSMUSG00000059811
ENSG00000184743,ENSMUSG00000024759
ENSG00000076321,ENSMUSG00000026705
ENSG00000171055,ENSMUSG00000056121
ENSG00000108561,ENSMUSG00000018446
ENSG00000101558,ENSMUSG00000024091
ENSG00000124164,ENSMUSG00000054455
ENSG00000104388,ENSMUSG00000047187
ENSG00000155961,ENSMUSG00000031202
ENSG00000127191,ENSMUSG00000026942
ENSG00000137275,ENSMUSG00000021408
ENSG00000153094,ENSMUSG00000027381
ENSG00000100387,ENSMUSG00000022400
ENSG00000162889,ENSMUSG00000016528
ENSG00000114738,ENSMUSG00000032577
ENSG00000101109,ENSMUSG00000018209
ENSG00000002330,ENSMUSG00000024959
ENSG00000104081,ENSMUSG00000040093
ENSG00000011198,ENSMUSG00000032540
ENSG00000029363,ENSMUSG00000037608
ENSG00000143575,ENSMUSG00000027944
ENSG00000143514,ENSMUSG00000026510
ENSG00000104341,ENSMUSG00000022257
ENSG00000055208,ENSMUSG00000015755
ENSG00000157625,ENSMUSG00000035476
ENSG00000167716,ENSMUSG00000045374
ENSG00000105875,ENSMUSG00000058486
ENSG00000011275,ENSMUSG00000045078
ENSG00000011465,ENSMUSG00000019929
ENSG00000198300,ENSMUSG00000002265
ENSG00000128052,ENSMUSG00000062960
ENSG00000167986,ENSMUSG00000024740
ENSG00000184304,ENSMUSG00000002688
ENSG00000198668,ENSMUSG00000001175
ENSG00000055130,ENSMUSG00000029686
ENSG00000113558,ENSMUSG00000036309
ENSG00000058056,ENSMUSG00000056900
ENSG00000148572,ENSMUSG00000075000
ENSG00000107201,ENSMUSG00000040296
ENSG00000077254,ENSMUSG00000025437
ENSG00000166471,ENSMUSG00000047554
ENSG00000179364,ENSMUSG00000021143
ENSG00000137942,ENSMUSG00000039735
ENSG00000169398,ENSMUSG00000022607
ENSG00000070770,ENSMUSG00000046707
ENSG00000109083,ENSMUSG00000001105
ENSG00000032742,ENSMUSG00000040040
ENSG00000152661,ENSMUSG00000050953
ENSG00000124422,ENSMUSG00000042506
ENSG00000104881,ENSMUSG00000040734
ENSG00000068354,ENSMUSG00000039201
ENSG00000106100,ENSMUSG00000038058
ENSG00000167207,ENSMUSG00000055994
ENSG00000134242,ENSMUSG00000027843
ENSG00000154277,ENSMUSG00000029223
ENSG00000170043,ENSMUSG00000049299
ENSG00000054116,ENSMUSG00000028847
ENSG00000196655,ENSMUSG00000032112
ENSG00000181029,ENSMUSG00000040236
ENSG00000153339,ENSMUSG00000033382
ENSG00000168538,ENSMUSG00000038102
ENSG00000171853,ENSMUSG00000020628
ENSG00000113597,ENSMUSG00000021711
ENSG00000161011,ENSMUSG00000015837
ENSG00000141376,ENSMUSG00000059439
ENSG00000125149,ENSMUSG00000031889
ENSG00000134072,ENSMUSG00000030272
ENSG00000100292,ENSMUSG00000005413
ENSG00000127666,ENSMUSG00000047123
ENSG00000131374,ENSMUSG00000023923
ENSG00000132254,ENSMUSG00000030881
ENSG00000114520,ENSMUSG00000022808
ENSG00000162627,ENSMUSG00000028007
ENSG00000170310,ENSMUSG00000020903
ENSG00000100568,ENSMUSG00000021124
ENSG00000220205,ENSMUSG00000020894
ENSG00000196663,ENSMUSG00000021275
ENSG00000159069,ENSMUSG00000015095
ENSG00000141551,ENSMUSG00000025162
ENSG00000123570,ENSMUSG00000043463
ENSG00000206418,ENSMUSG00000023460
ENSG00000178996,ENSMUSG00000042364
ENSG00000079805,ENSMUSG00000033335
ENSG00000118960,ENSMUSG00000020605
ENSG00000100330,ENSMUSG00000034354
ENSG00000108389,ENSMUSG00000018401
ENSG00000104643,ENSMUSG00000035078
ENSG00000143393,ENSMUSG00000038861
ENSG00000089351,ENSMUSG00000001248
ENSG00000156232,ENSMUSG00000045795
ENSG00000152409,ENSMUSG00000021690
ENSG00000077549,ENSMUSG00000028745
ENSG00000188906,ENSMUSG00000036273
ENSG00000140464,ENSMUSG00000036986
ENSG00000175354,ENSMUSG00000024539
ENSG00000038532,ENSMUSG00000068663
ENSG00000175193,ENSMUSG00000033918
ENSG00000185345,ENSMUSG00000023826
ENSG00000247077,ENSMUSG00000029500
ENSG00000130770,ENSMUSG00000054428
ENSG00000181852,ENSMUSG00000025373
ENSG00000064692,ENSMUSG00000024534
ENSG00000166233,ENSMUSG00000025234
ENSG00000159399,ENSMUSG00000000628
ENSG00000151729,ENSMUSG00000031633
ENSG00000005022,ENSMUSG00000016319
ENSG00000213585,ENSMUSG00000020402
ENSG00000197785,ENSMUSG00000029036
ENSG00000072518,ENSMUSG00000024969
ENSG00000100300,ENSMUSG00000041736
ENSG00000139197,ENSMUSG00000005069
ENSG00000148356,ENSMUSG00000026792
ENSG00000040633,ENSMUSG00000018572
ENSG00000158717,ENSMUSG00000014470
ENSG00000276600,ENSMUSG00000052688
ENSG00000169252,ENSMUSG00000045730
ENSG00000124486,ENSMUSG00000031010
ENSG00000160703,ENSMUSG00000032109
ENSG00000130479,ENSMUSG00000019261
ENSG00000154153,ENSMUSG00000022270
ENSG00000144567,ENSMUSG00000049339
ENSG00000141699,ENSMUSG00000017802
ENSG00000133318,ENSMUSG00000024758
ENSG00000260916,ENSMUSG00000034563
ENSG00000164081,ENSMUSG00000040813
ENSG00000012822,ENSMUSG00000023055
ENSG00000221926,ENSMUSG00000047821
ENSG00000204311,ENSMUSG00000075267
ENSG00000078902,ENSMUSG00000025139
ENSG00000118804,ENSMUSG00000047963
ENSG00000083635,ENSMUSG00000022009
ENSG00000266412,ENSMUSG00000056234
ENSG00000167964,ENSMUSG00000079657
ENSG00000162931,ENSMUSG00000036964
ENSG00000103313,ENSMUSG00000022534
ENSG00000152492,ENSMUSG00000038127
ENSG00000048707,ENSMUSG00000020220
ENSG00000137055,ENSMUSG00000028577
ENSG00000167671,ENSMUSG00000019578
ENSG00000107897,ENSMUSG00000026781
ENSG00000132109,ENSMUSG00000030966
ENSG00000055483,ENSMUSG00000033909
ENSG00000108654,ENSMUSG00000020719
ENSG00000129465,ENSMUSG00000022221
ENSG00000145604,ENSMUSG00000054115
ENSG00000136560,ENSMUSG00000064289
ENSG00000163512,ENSMUSG00000039285
ENSG00000172403,ENSMUSG00000050315
ENSG00000154710,ENSMUSG00000025340
ENSG00000124839,ENSMUSG00000026304
ENSG00000074319,ENSMUSG00000014402
ENSG00000160948,ENSMUSG00000115987
ENSG00000155975,ENSMUSG00000031600
ENSG00000139722,ENSMUSG00000066278
ENSG00000167987,ENSMUSG00000048832
ENSG00000176428,ENSMUSG00000043614
ENSG00000141971,ENSMUSG00000031813
ENSG00000196814,ENSMUSG00000038740
ENSG00000165006,ENSMUSG00000028437
ENSG00000219545,ENSMUSG00000089862
ENSG00000131165,ENSMUSG00000000743
ENSG00000255112,ENSMUSG00000109901
ENSG00000130724,ENSMUSG00000033916
ENSG00000115561,ENSMUSG00000053119
ENSG00000164695,ENSMUSG00000027536
ENSG00000086065,ENSMUSG00000028419
ENSG00000176108,ENSMUSG00000025371
ENSG00000147457,ENSMUSG00000034190
ENSG00000132612,ENSMUSG00000031913
ENSG00000119541,ENSMUSG00000009907
ENSG00000117758,ENSMUSG00000028879
ENSG00000018189,ENSMUSG00000029291
ENSG00000163820,ENSMUSG00000025241
ENSG00000100284,ENSMUSG00000042870
ENSG00000197386,ENSMUSG00000029104
ENSG00000173805,ENSMUSG00000006930
ENSG00000141447,ENSMUSG00000044252
ENSG00000115020,ENSMUSG00000025949
ENSG00000103043,ENSMUSG00000010936
ENSG00000112367,ENSMUSG00000038417
ENSG00000148384,ENSMUSG00000026925
ENSG00000145016,ENSMUSG00000035629
ENSG00000102445,ENSMUSG00000034959
ENSG00000072121,ENSMUSG00000066440
ENSG00000142149,ENSMUSG00000053414
ENSG00000135823,ENSMUSG00000026470
ENSG00000117280,ENSMUSG00000026433
ENSG00000164077,ENSMUSG00000032583
ENSG00000103111,ENSMUSG00000078908
ENSG00000141452,ENSMUSG00000024410
ENSG00000154237,ENSMUSG00000015133
ENSG00000095383,ENSMUSG00000039813
ENSG00000118640,ENSMUSG00000050732
ENSG00000080371,ENSMUSG00000020132
ENSG00000133812,ENSMUSG00000038371
ENSG00000135441,ENSMUSG00000090247
ENSG00000196072,ENSMUSG00000057506
ENSG00000143553,ENSMUSG00000001018
ENSG00000165714,ENSMUSG00000042992
ENSG00000196544,ENSMUSG00000045176
ENSG00000166275,ENSMUSG00000062376
ENSG00000254901,ENSMUSG00000002345
ENSG00000160695,ENSMUSG00000032127
ENSG00000054523,ENSMUSG00000063077
ENSG00000116786,ENSMUSG00000028917
ENSG00000104375,ENSMUSG00000022329
ENSG00000225190,ENSMUSG00000034247
ENSG00000085733,ENSMUSG00000031078
ENSG00000188603,ENSMUSG00000030720
ENSG00000100813,ENSMUSG00000022185
ENSG00000164885,ENSMUSG00000028969
ENSG00000176749,ENSMUSG00000048895
ENSG00000180061,ENSMUSG00000046456
ENSG00000170145,ENSMUSG00000037112
ENSG00000135317,ENSMUSG00000032422
ENSG00000116260,ENSMUSG00000033684
ENSG00000172543,ENSMUSG00000024910
ENSG00000196415,ENSMUSG00000057729
ENSG00000197635,ENSMUSG00000035000
ENSG00000176978,ENSMUSG00000026958
ENSG00000221988,ENSMUSG00000015474
ENSG00000105854,ENSMUSG00000032667
ENSG00000001036,ENSMUSG00000019810
ENSG00000100994,ENSMUSG00000033059
ENSG00000163686,ENSMUSG00000025277
ENSG00000164535,ENSMUSG00000039206
ENSG00000069764,ENSMUSG00000022683
ENSG00000103066,ENSMUSG00000031903
ENSG00000188089,ENSMUSG00000050211
ENSG00000127472,ENSMUSG00000041193
ENSG00000121316,ENSMUSG00000030214
ENSG00000105223,ENSMUSG00000003363
ENSG00000112293,ENSMUSG00000021340
ENSG00000138744,ENSMUSG00000029413
ENSG00000177628,ENSMUSG00000028048
ENSG00000014257,ENSMUSG00000032561
ENSG00000142513,ENSMUSG00000012777
ENSG00000137976,ENSMUSG00000028185
ENSG00000030582,ENSMUSG00000034708
ENSG00000106460,ENSMUSG00000029571
ENSG00000127419,ENSMUSG00000013495
ENSG00000107242,ENSMUSG00000024867
ENSG00000104133,ENSMUSG00000033396
ENSG00000170027,ENSMUSG00000051391
ENSG00000080561,ENSMUSG00000000266
ENSG00000171206,ENSMUSG00000025034
ENSG00000141569,ENSMUSG00000054517
ENSG00000110330,ENSMUSG00000057367
ENSG00000104825,ENSMUSG00000030595
ENSG00000125740,ENSMUSG00000003545
ENSG00000149295,ENSMUSG00000032259
ENSG00000151577,ENSMUSG00000022705
ENSG00000176046,ENSMUSG00000030717
ENSG00000140968,ENSMUSG00000041515
ENSG00000066294,ENSMUSG00000038147
ENSG00000110324,ENSMUSG00000032089
ENSG00000166888,ENSMUSG00000002147
ENSG00000148737,ENSMUSG00000024985
ENSG00000102145,ENSMUSG00000031162
ENSG00000018408,ENSMUSG00000027803
ENSG00000137693,ENSMUSG00000053110
ENSG00000089280,ENSMUSG00000030795
ENSG00000066044,ENSMUSG00000040028
ENSG00000207827,ENSMUSG00000065405
ENSG00000207932,ENSMUSG00000065465
ENSG00000284357,ENSMUSG00000065493
ENSG00000199135,ENSMUSG00000065451
ENSG00000283904,ENSMUSG00000065397
ENSG00000106462,ENSMUSG00000029687
ENSG00000103510,ENSMUSG00000030801
ENSG00000066135,ENSMUSG00000033326
ENSG00000204371,ENSMUSG00000013787
ENSG00000164916,ENSMUSG00000056493
ENSG00000141568,ENSMUSG00000039275
ENSG00000092010,ENSMUSG00000022216
ENSG00000131095,ENSMUSG00000020932
ENSG00000081913,ENSMUSG00000044340
ENSG00000141027,ENSMUSG00000018501
ENSG00000131196,ENSMUSG00000033016
ENSG00000133794,ENSMUSG00000055116
ENSG00000116299,ENSMUSG00000040412
ENSG00000129084,ENSMUSG00000030751
ENSG00000106588,ENSMUSG00000015671
ENSG00000100567,ENSMUSG00000060073
ENSG00000041357,ENSMUSG00000032301
ENSG00000143106,ENSMUSG00000068749
ENSG00000100902,ENSMUSG00000021024
ENSG00000101182,ENSMUSG00000027566
ENSG00000008018,ENSMUSG00000014769
ENSG00000126067,ENSMUSG00000028837
ENSG00000277791,ENSMUSG00000069744
ENSG00000159377,ENSMUSG00000005779
ENSG00000100804,ENSMUSG00000022193
ENSG00000142507,ENSMUSG00000018286
ENSG00000136930,ENSMUSG00000026750
ENSG00000154611,ENSMUSG00000036743
ENSG00000204264,ENSMUSG00000024338
ENSG00000240065,ENSMUSG00000096727
ENSG00000205220,ENSMUSG00000031897
ENSG00000222028,ENSMUSG00000072423
ENSG00000100764,ENSMUSG00000021178
ENSG00000161057,ENSMUSG00000028932
ENSG00000165916,ENSMUSG00000002102
ENSG00000013275,ENSMUSG00000030603
ENSG00000087191,ENSMUSG00000020708
ENSG00000100519,ENSMUSG00000021832
ENSG00000173692,ENSMUSG00000026229
ENSG00000175166,ENSMUSG00000006998
ENSG00000159352,ENSMUSG00000005625
ENSG00000103035,ENSMUSG00000039067
ENSG00000115233,ENSMUSG00000026914
ENSG00000108344,ENSMUSG00000017221
ENSG00000163636,ENSMUSG00000021737
ENSG00000108671,ENSMUSG00000017428
ENSG00000099341,ENSMUSG00000030591
ENSG00000197170,ENSMUSG00000020720
ENSG00000185627,ENSMUSG00000025487
ENSG00000127922,ENSMUSG00000042541
ENSG00000132963,ENSMUSG00000029649
ENSG00000183527,ENSMUSG00000022913
ENSG00000128789,ENSMUSG00000024537
ENSG00000157778,ENSMUSG00000029551
ENSG00000180822,ENSMUSG00000071451
ENSG00000095261,ENSMUSG00000026869
ENSG00000110801,ENSMUSG00000029440
ENSG00000101843,ENSMUSG00000031429
ENSG00000136813,ENSMUSG00000050812
ENSG00000068878,ENSMUSG00000040850
ENSG00000125818,ENSMUSG00000032869
ENSG00000131467,ENSMUSG00000078652
ENSG00000116750,ENSMUSG00000018189
ENSG00000114062,ENSMUSG00000025326
ENSG00000009335,ENSMUSG00000039000
ENSG00000153827,ENSMUSG00000026219
ENSG00000159459,ENSMUSG00000027272
ENSG00000024048,ENSMUSG00000023977
ENSG00000170967,ENSMUSG00000047619
ENSG00000091164,ENSMUSG00000024583
ENSG00000148218,ENSMUSG00000028393
ENSG00000174574,ENSMUSG00000023075
ENSG00000135334,ENSMUSG00000028291
ENSG00000178381,ENSMUSG00000053581
ENSG00000158552,ENSMUSG00000026197
ENSG00000107372,ENSMUSG00000024750
ENSG00000179262,ENSMUSG00000003813
ENSG00000119318,ENSMUSG00000028426
ENSG00000185532,ENSMUSG00000052920
ENSG00000138669,ENSMUSG00000029334
ENSG00000197442,ENSMUSG00000071369
ENSG00000127334,ENSMUSG00000028630
ENSG00000070808,ENSMUSG00000024617
ENSG00000198355,ENSMUSG00000035828
ENSG00000166851,ENSMUSG00000030867
ENSG00000178999,ENSMUSG00000020897
ENSG00000186298,ENSMUSG00000004455
ENSG00000164332,ENSMUSG00000041231
ENSG00000136810,ENSMUSG00000028367
ENSG00000100348,ENSMUSG00000005354
ENSG00000198408,ENSMUSG00000025220
ENSG00000175073,ENSMUSG00000045210
ENSG00000169918,ENSMUSG00000033510
ENSG00000264522,ENSMUSG00000038495
ENSG00000092098,ENSMUSG00000047098
ENSG00000010072,ENSMUSG00000031986
ENSG00000163960,ENSMUSG00000053774
ENSG00000185104,ENSMUSG00000010517
ENSG00000162191,ENSMUSG00000071655
ENSG00000162543,ENSMUSG00000043621
ENSG00000173960,ENSMUSG00000020634
ENSG00000215114,ENSMUSG00000028243
ENSG00000158062,ENSMUSG00000012126
ENSG00000088833,ENSMUSG00000027455
ENSG00000169696,ENSMUSG00000025142
ENSG00000013374,ENSMUSG00000028954
ENSG00000170315,ENSMUSG00000019505
ENSG00000187608,ENSMUSG00000035692
ENSG00000129559,ENSMUSG00000010376
ENSG00000116030,ENSMUSG00000026021
ENSG00000188612,ENSMUSG00000020738
ENSG00000184900,ENSMUSG00000020265
ENSG00000167118,ENSMUSG00000069020
ENSG00000122042,ENSMUSG00000001687
ENSG00000213886,ENSMUSG00000035186
ENSG00000126261,ENSMUSG00000052997
ENSG00000103363,ENSMUSG00000055839
ENSG00000179526,ENSMUSG00000022552
ENSG00000125826,ENSMUSG00000027466
ENSG00000204227,ENSMUSG00000024325
ENSG00000168283,ENSMUSG00000026739
ENSG00000115289,ENSMUSG00000069678
ENSG00000277258,ENSMUSG00000018537
ENSG00000185619,ENSMUSG00000033623
ENSG00000180628,ENSMUSG00000024805
ENSG00000156374,ENSMUSG00000025050
ENSG00000276043,ENSMUSG00000001228
ENSG00000147854,ENSMUSG00000024817
ENSG00000090686,ENSMUSG00000043411
ENSG00000162402,ENSMUSG00000028514
ENSG00000115464,ENSMUSG00000056342
ENSG00000085982,ENSMUSG00000005501
ENSG00000114374,ENSMUSG00000069044
ENSG00000170242,ENSMUSG00000059263
ENSG00000154914,ENSMUSG00000020905
ENSG00000103404,ENSMUSG00000063317
ENSG00000114316,ENSMUSG00000032612
ENSG00000130560,ENSMUSG00000036352
ENSG00000138629,ENSMUSG00000055720
ENSG00000186150,ENSMUSG00000055891
ENSG00000154114,ENSMUSG00000037287
ENSG00000099797,ENSMUSG00000031708
ENSG00000205678,ENSMUSG00000049537
ENSG00000172671,ENSMUSG00000042213
ENSG00000106078,ENSMUSG00000020173
ENSG00000082438,ENSMUSG00000034903
ENSG00000124227,ENSMUSG00000027517
ENSG00000206199,ENSMUSG00000074591
ENSG00000168591,ENSMUSG00000034757
ENSG00000223573,ENSMUSG00000110218
ENSG00000103353,ENSMUSG00000030870
ENSG00000164675,ENSMUSG00000046192
ENSG00000165886,ENSMUSG00000025171
ENSG00000168246,ENSMUSG00000044949
ENSG00000143751,ENSMUSG00000038806
ENSG00000176953,ENSMUSG00000030722
ENSG00000135114,ENSMUSG00000041827
ENSG00000099995,ENSMUSG00000002129
ENSG00000161981,ENSMUSG00000040767
ENSG00000130985,ENSMUSG00000001924
ENSG00000182179,ENSMUSG00000032596
ENSG00000033178,ENSMUSG00000035898
ENSG00000144744,ENSMUSG00000030061
ENSG00000159593,ENSMUSG00000031878
ENSG00000142230,ENSMUSG00000052833
ENSG00000124217,ENSMUSG00000074576
ENSG00000077721,ENSMUSG00000016308
ENSG00000119048,ENSMUSG00000020390
ENSG00000104343,ENSMUSG00000025939
ENSG00000215218,ENSMUSG00000052981
ENSG00000175063,ENSMUSG00000001403
ENSG00000170142,ENSMUSG00000021774
ENSG00000170035,ENSMUSG00000027011
ENSG00000186591,ENSMUSG00000039159
ENSG00000077152,ENSMUSG00000026429
ENSG00000177414,ENSMUSG00000069733
ENSG00000107341,ENSMUSG00000036241
ENSG00000160714,ENSMUSG00000042572
ENSG00000140367,ENSMUSG00000032307
ENSG00000175931,ENSMUSG00000020802
ENSG00000156587,ENSMUSG00000027078
ENSG00000182247,ENSMUSG00000058317
ENSG00000159202,ENSMUSG00000014349
ENSG00000184182,ENSMUSG00000034343
ENSG00000130725,ENSMUSG00000005575
ENSG00000103275,ENSMUSG00000015120
ENSG00000176248,ENSMUSG00000026965
ENSG00000141552,ENSMUSG00000025135
ENSG00000153107,ENSMUSG00000014355
ENSG00000164162,ENSMUSG00000036977
ENSG00000130177,ENSMUSG00000038416
ENSG00000094880,ENSMUSG00000024370
ENSG00000004897,ENSMUSG00000020687
ENSG00000089053,ENSMUSG00000029472
ENSG00000196510,ENSMUSG00000029466
ENSG00000053900,ENSMUSG00000029176
ENSG00000176386,ENSMUSG00000066149
ENSG00000129055,ENSMUSG00000035048
ENSG00000110200,ENSMUSG00000074780
ENSG00000166295,ENSMUSG00000020107
ENSG00000117399,ENSMUSG00000006398
ENSG00000164287,ENSMUSG00000078926
ENSG00000105325,ENSMUSG00000020235
ENSG00000090316,ENSMUSG00000079562
ENSG00000145916,ENSMUSG00000001054
ENSG00000153561,ENSMUSG00000002222
ENSG00000141084,ENSMUSG00000037415
ENSG00000010017,ENSMUSG00000038546
ENSG00000101193,ENSMUSG00000027573
ENSG00000162923,ENSMUSG00000038733
ENSG00000128585,ENSMUSG00000025609
ENSG00000160226,ENSMUSG00000020284
ENSG00000114098,ENSMUSG00000032468
ENSG00000141034,ENSMUSG00000018415
ENSG00000119801,ENSMUSG00000039770
ENSG00000115392,ENSMUSG00000004018
ENSG00000187741,ENSMUSG00000032815
ENSG00000112039,ENSMUSG00000007570
ENSG00000181544,ENSMUSG00000047757
ENSG00000158169,ENSMUSG00000021461
ENSG00000183161,ENSMUSG00000092118
ENSG00000221829,ENSMUSG00000028453
ENSG00000012048,ENSMUSG00000017146
ENSG00000138376,ENSMUSG00000026196
ENSG00000182087,ENSMUSG00000013858
ENSG00000188895,ENSMUSG00000052915
ENSG00000174579,ENSMUSG00000066415
ENSG00000078747,ENSMUSG00000027598
ENSG00000108854,ENSMUSG00000018363
ENSG00000123124,ENSMUSG00000041058
ENSG00000198373,ENSMUSG00000031930
ENSG00000002746,ENSMUSG00000021301
ENSG00000138411,ENSMUSG00000042807
ENSG00000085382,ENSMUSG00000038822
ENSG00000092148,ENSMUSG00000035247
ENSG00000128731,ENSMUSG00000030451
ENSG00000138641,ENSMUSG00000029804
ENSG00000148634,ENSMUSG00000020064
ENSG00000138642,ENSMUSG00000029798
ENSG00000104517,ENSMUSG00000037487
ENSG00000151148,ENSMUSG00000029577
ENSG00000173064,ENSMUSG00000042744
ENSG00000119682,ENSMUSG00000042350
ENSG00000165338,ENSMUSG00000041180
ENSG00000126107,ENSMUSG00000046861
ENSG00000092140,ENSMUSG00000035293
ENSG00000135063,ENSMUSG00000071604
ENSG00000131507,ENSMUSG00000024425
ENSG00000102471,ENSMUSG00000053253
ENSG00000197070,ENSMUSG00000026972
ENSG00000105643,ENSMUSG00000002910
ENSG00000113369,ENSMUSG00000074794
ENSG00000140450,ENSMUSG00000042659
ENSG00000205784,ENSMUSG00000073380
ENSG00000265972,ENSMUSG00000038393
ENSG00000108094,ENSMUSG00000024231
ENSG00000044090,ENSMUSG00000038545
ENSG00000112659,ENSMUSG00000040327
ENSG00000151893,ENSMUSG00000033417
ENSG00000111530,ENSMUSG00000020114
ENSG00000144712,ENSMUSG00000030319
ENSG00000174842,ENSMUSG00000029276
ENSG00000173163,ENSMUSG00000051355
ENSG00000154582,ENSMUSG00000079658
ENSG00000189091,ENSMUSG00000033732
ENSG00000071894,ENSMUSG00000034022
ENSG00000153558,ENSMUSG00000032507
ENSG00000005812,ENSMUSG00000022124
ENSG00000182325,ENSMUSG00000022559
ENSG00000183580,ENSMUSG00000043556
ENSG00000135722,ENSMUSG00000033313
ENSG00000127452,ENSMUSG00000066892
ENSG00000171823,ENSMUSG00000030019
ENSG00000107872,ENSMUSG00000025226
ENSG00000127585,ENSMUSG00000025738
ENSG00000108306,ENSMUSG00000020883
ENSG00000177294,ENSMUSG00000070388
ENSG00000165355,ENSMUSG00000035329
ENSG00000145743,ENSMUSG00000023965
ENSG00000155034,ENSMUSG00000066640
ENSG00000112234,ENSMUSG00000040410
ENSG00000118564,ENSMUSG00000039753
ENSG00000161040,ENSMUSG00000048520
ENSG00000163013,ENSMUSG00000047013
ENSG00000145868,ENSMUSG00000042211
ENSG00000099364,ENSMUSG00000030811
ENSG00000173120,ENSMUSG00000054611
ENSG00000089094,ENSMUSG00000029475
ENSG00000107829,ENSMUSG00000040913
ENSG00000119402,ENSMUSG00000035949
ENSG00000132004,ENSMUSG00000008167
ENSG00000072803,ENSMUSG00000020271
ENSG00000174989,ENSMUSG00000032867
ENSG00000116661,ENSMUSG00000041556
ENSG00000116663,ENSMUSG00000055401
ENSG00000269190,ENSMUSG00000030598
ENSG00000161243,ENSMUSG00000037463
ENSG00000132879,ENSMUSG00000029001
ENSG00000204923,ENSMUSG00000044966
ENSG00000153832,ENSMUSG00000073633
ENSG00000197361,ENSMUSG00000050503
ENSG00000214050,ENSMUSG00000034532
ENSG00000143756,ENSMUSG00000047539
ENSG00000147364,ENSMUSG00000038365
ENSG00000156804,ENSMUSG00000022358
ENSG00000204952,ENSMUSG00000070336
ENSG00000141665,ENSMUSG00000034391
ENSG00000103264,ENSMUSG00000052934
ENSG00000177051,ENSMUSG00000050428
ENSG00000178974,ENSMUSG00000037536
ENSG00000037637,ENSMUSG00000028920
ENSG00000174013,ENSMUSG00000035764
ENSG00000106336,ENSMUSG00000089984
ENSG00000118496,ENSMUSG00000047648
ENSG00000163833,ENSMUSG00000047746
ENSG00000138081,ENSMUSG00000005371
ENSG00000147912,ENSMUSG00000048232
ENSG00000163444,ENSMUSG00000042305
ENSG00000162063,ENSMUSG00000072082
ENSG00000203734,ENSMUSG00000071392
ENSG00000011007,ENSMUSG00000028668
ENSG00000134452,ENSMUSG00000058594
ENSG00000110429,ENSMUSG00000027180
ENSG00000151876,ENSMUSG00000022184
ENSG00000112029,ENSMUSG00000019773
ENSG00000164117,ENSMUSG00000038206
ENSG00000112146,ENSMUSG00000001366
ENSG00000135108,ENSMUSG00000032898
ENSG00000167196,ENSMUSG00000032309
ENSG00000156509,ENSMUSG00000048230
ENSG00000189030,ENSMUSG00000033933
ENSG00000185338,ENSMUSG00000038037
ENSG00000120833,ENSMUSG00000020027
ENSG00000180008,ENSMUSG00000048379
ENSG00000171150,ENSMUSG00000037104
ENSG00000170677,ENSMUSG00000056153
ENSG00000274211,ENSMUSG00000038485
ENSG00000114737,ENSMUSG00000032578
ENSG00000065802,ENSMUSG00000026311
ENSG00000100628,ENSMUSG00000021200
ENSG00000115239,ENSMUSG00000020305
ENSG00000005981,ENSMUSG00000042607
ENSG00000164122,ENSMUSG00000031519
ENSG00000148331,ENSMUSG00000039483
ENSG00000183475,ENSMUSG00000030509
ENSG00000177981,ENSMUSG00000048175
ENSG00000102048,ENSMUSG00000031384
ENSG00000146926,ENSMUSG00000038204
ENSG00000165192,ENSMUSG00000031382
ENSG00000198881,ENSMUSG00000031204
ENSG00000196372,ENSMUSG00000033781
ENSG00000239388,ENSMUSG00000021898
ENSG00000146809,ENSMUSG00000029685
ENSG00000161664,ENSMUSG00000034768
ENSG00000154007,ENSMUSG00000038997
ENSG00000182177,ENSMUSG00000067081
ENSG00000156381,ENSMUSG00000037904
ENSG00000157999,ENSMUSG00000029607
ENSG00000171621,ENSMUSG00000039911
ENSG00000111671,ENSMUSG00000038451
ENSG00000162032,ENSMUSG00000024160
ENSG00000175093,ENSMUSG00000046997
ENSG00000141542,ENSMUSG00000025170
ENSG00000197562,ENSMUSG00000025730
ENSG00000109046,ENSMUSG00000017677
ENSG00000176871,ENSMUSG00000029364
ENSG00000130338,ENSMUSG00000034377
